id,DESPC,DESSC,DESWC,DESPL,DESPLd,DESPLw,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,LDTTRc,LDTTRa,LDMTLD,LDHDD,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,RDFRE,READFKGL,TOKEN_ATTRIBUTE_RATIO_ALHPA,TOKEN_ATTRIBUTE_RATIO_DIGIT,TOKEN_ATTRIBUTE_RATIO_PUNCT,TOKEN_ATTRIBUTE_RATIO_URL,TOKEN_ATTRIBUTE_RATIO_EMAIL,WORD_SET_INCIDENCE_WRDPRP1s,WORD_SET_INCIDENCE_WRDPRP1p,WORD_SET_INCIDENCE_WRDPRP2,WORD_SET_INCIDENCE_WRDPRP3s,WORD_SET_INCIDENCE_WRDPRP3p,WORD_SET_INCIDENCE_CNCCaus,WORD_SET_INCIDENCE_CNCLogic,WORD_SET_INCIDENCE_CNCTemp,WORD_SET_INCIDENCE_CNCAdd,WORD_SET_INCIDENCE_CNCPos,WORD_SET_INCIDENCE_CNCNeg,WORD_PROPERTY_WRDNOUN,WORD_PROPERTY_WRDVERB,WORD_PROPERTY_WRDADJ,WORD_PROPERTY_WRDADV,WORD_PROPERTY_WRDFRQc,WORD_PROPERTY_WRDFRQa,WORD_PROPERTY_WRDFRQmc,WORD_PROPERTY_WRDFAMc,WORD_PROPERTY_WRDCNCc,WORD_PROPERTY_WRDIMGc,WORD_PROPERTY_WRDMEAc,WORD_PROPERTY_WRDPOLc,WORD_PROPERTY_WRDHYPn,WORD_PROPERTY_WRDHYPv,WORD_PROPERTY_WRDHYPnv,WORD_PROPERTY_AOA,WORD_PROPERTY_AOA_MAX,WORD_PROPERTY_CONCRETENESS,WORD_PROPERTY_PREVALENCE,WORD_PROPERTY_PREVALENCE_MIN,WORD_SET_INCIDENCE_C4_COMMON_WORDS,Polarity
0.0,0.4444444444444444,0.0,0.14615384615384616,0.02702702702702703,0.0,0.15114309906858597,0.6821392532795156,0.0,1.0,0.5637618218818485,0.9372893029325404,0.24592843301700879,0.568715564738292,0.6030368763557485,0.22257400271860228,0.5268798730585268,0.696969696969697,0.6708924949290062,0.683262886999922,1.0,1.0,0.015738949851777515,,0.0,1.0,0.823741596983112,0.0,0.2889408099688472,0.0,,0.0,0.173469387755101,0.0,0.08712715855572947,0.15646258503401272,0.0,0.0,0.0,0.3148688046647223,0.2782931354359918,0.0,0.6160438911439632,0.4697211007815106,0.5521099610275318,0.19666048237476802,0.577237480632228,0.5773609038222826,0.7386979728686691,0.5497167876060132,0.4092841134495994,0.5682061875952978,0.5816918747801617,0.38729945140254646,0.4044045994932762,0.23333333333333334,0.3633587786259541,0.536597534244054,0.3961864406779662,0.39398630616705554,0.6746478176519308,0.6746478176519308,0.6851982172179216,Fake
0.0041841004184100415,0.2222222222222222,0.17647058823529413,0.25384615384615383,0.14864864864864866,0.1764705882352941,0.20194750211685014,0.24984863773965688,0.24842866351316858,0.10953153325064426,0.11608787131164326,0.14365059226769453,0.05455833313355363,0.6540805785123966,0.5368763557483731,0.3474809721738311,0.6014879755989971,0.009090909090909092,0.12778904665314403,0.6563969905346383,0.6255646243341038,0.6093082313871999,0.10022774546786128,,0.8504974845075066,0.2170961932639961,0.7055070832160616,0.15945165945165898,0.07954545454545459,0.0,,0.11706349206349156,0.0,0.0,0.6776556776556772,0.0,0.19841269841269749,0.28571428571428575,0.1448412698412692,0.24489795918367346,0.2886002886002882,0.15873015873015797,0.07761336045672261,0.6498718059516606,0.36586160816140223,0.45887445887445905,0.5859057155365105,0.7372977215262361,0.427156484348242,0.8497492962464676,0.6545763672428448,0.702054526990079,0.6675606753429475,0.29633060759755725,0.4206457480673035,0.27894736842105256,0.07200196995813832,0.057090122571371645,0.30932203389830515,0.6129861974858408,0.6825850783279245,0.6825850783279245,0.2526181353767561,Fake
0.008368200836820083,0.2222222222222222,0.23529411764705882,0.27692307692307694,0.1891891891891892,0.23529411764705885,0.2209991532599492,0.19172552976791118,0.21559447083743746,0.19933039005646577,0.13490550813387384,0.27502633541709887,0.04879627114118547,0.5843838267601216,0.6180733583119702,0.3579881898406397,0.7076109551648029,0.101010101010101,0.3864097363083164,0.5677700841826158,0.8879558445310529,0.8713327047862014,0.11250662835604767,,0.8276630101581048,0.19320882330707945,0.62546955624355,0.07015873015872949,0.4833333333333335,0.0,,0.0,0.0,0.0,0.4527972027972026,0.0,0.5681818181818175,0.0,0.2765151515151506,0.23376623376623354,0.4132231404958673,0.0,0.4202509708940578,0.5100093493922894,0.59579366560886,0.5110192837465566,0.5949720464652509,0.530749371467104,0.16327207724889004,0.6991238818891944,0.486060230635082,0.6607549314169645,0.5033415406260997,0.2874292961784233,0.5616189176898593,0.1509803921568627,0.4390125060906285,0.197520826417795,0.2976075211864407,0.6859961578303242,0.654967281733139,0.654967281733139,0.5463601532567048,Fake
0.012552301255230125,0.2222222222222222,0.17647058823529413,0.3076923076923077,0.14864864864864866,0.1764705882352941,0.2400508044030483,0.30070635721493444,0.18936984309158492,0.19127945806697827,0.11923545541949365,0.14838873382390252,0.05243557033016304,0.17348663732961248,0.32516268980477236,0.21333675115633144,0.5544804849025008,0.045454545454545456,0.44701496628474324,0.3866117878440044,0.8438377022006447,0.8500422554588161,0.06959714382550619,,0.7655067784069152,0.3002645517210174,0.8741180682799442,0.0,0.09126984126984151,0.0,,0.0,0.0,0.08506493506493462,0.2439560439560434,0.3285714285714283,0.0,0.08571428571428523,0.2607142857142842,0.3673469387755101,0.5844155844155836,0.142857142857142,0.7843034319837259,0.28164376458387347,0.13640363743033102,0.0,0.3791462202830782,0.4852747235346234,0.05948309952999451,0.6966454772062857,0.7148837277768983,0.8182289997099725,0.5156389512703266,0.25168067622264917,0.5588204428586423,0.1461538461538462,0.4798199256214522,0.1011964590288328,0.14724576271186432,0.8148763723747721,0.4260845999993073,0.4260845999993073,0.36709359605911335,Fake
0.016736401673640166,0.2222222222222222,0.29411764705882354,0.29615384615384616,0.22972972972972974,0.29411764705882354,0.2209991532599492,0.14761424246792565,0.11095634105845414,0.13936654230770054,0.08488523202342459,0.13967332015846876,0.05562049701653853,0.5557252365552763,0.4031065440093735,0.12669322573199554,0.5051015938976389,0.01948051948051948,0.42615365111561865,0.4293585054068888,0.6776241102711126,0.6904325691959626,0.13524550005889827,,0.894216490887463,0.12532193938879801,0.4973778985278323,0.1431810819565917,0.2018140589569162,0.0,,0.0,0.0,0.0,0.0,0.5596107055961073,0.0,0.17518248175182485,0.39963503649635035,0.22523461939520337,0.33178500331785,0.0,0.3338100043923031,0.6193119345052793,0.1405146959636685,0.35169210351692126,0.6091552266996546,0.7757813219487762,0.3340934938138902,0.5564775813880253,0.18428475746412826,0.33339235649992643,0.2711142376988313,0.4269766834831213,0.6666253255612057,0.31333333333333335,0.3998182479098509,0.21984007199094474,0.617584745762712,0.2186038086727613,0.5153203531627827,0.5153203531627827,0.5507341219900999,Fake
0.02092050209205021,0.0,0.11764705882352941,0.08461538461538462,0.2702702702702703,,0.2929720575783235,0.16448032290615539,0.20915473514717361,0.15439319930838863,0.14667275831320215,0.14596188083169842,0.052837804941443564,0.582943067033976,0.5497857256229829,0.18004898093661123,0.3739603295752713,0.10606060606060606,0.3500308669194815,0.42924432660063916,0.786018764942036,0.6651445966514454,0.11190155145279226,,0.8739425573396163,0.14821016333898154,0.7588280163323909,0.0,0.4221014492753623,0.0,,0.0,0.0,0.580931263858093,0.0,0.3739837398373982,0.0,0.2926829268292681,0.0,0.6271777003484316,0.5543237250554318,0.24390243902439,0.25572224027247176,0.7765924483201274,0.42945860670105623,0.3525498891352549,0.9808763619545955,0.9761469569461475,0.9641711023850047,0.8173509690456509,0.44151575259537856,0.5624494614136049,0.47951107984523395,0.4816375116447574,0.3751705320600274,0.09047619047619047,0.14015267175572513,0.14856747177943957,0.21186440677966106,0.3908097640219422,0.6017719785349394,0.6017719785349394,0.41654051023268845,Fake
0.02510460251046025,0.2222222222222222,0.17647058823529413,0.11923076923076924,0.14864864864864866,0.1764705882352941,0.13632514817950891,0.12270433905146315,0.08271216735071125,0.4082258739257115,0.16713850470214933,0.5190571924903312,0.100753299191543,0.458385311086855,0.6030368763557485,0.28196128972866,0.5591502260863109,0.203030303030303,0.4485656331498116,0.37191374873274574,0.8038505345301996,0.722222222222222,0.12328595449079617,,0.7335927099868295,0.2045587438114064,0.4435976819877748,0.10119047619047608,0.5104166666666669,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.13186813186813084,0.4010989010988997,0.11302982731554072,0.2997002997002991,0.0,0.49437930007521186,0.4597435232643942,0.5263217275537604,0.31768231768231725,0.6310867728752735,0.501816860388072,0.8418235246710214,0.6761020458319993,0.61405746603966,0.6327163817203659,0.5533207559236398,0.4966037345249233,0.6742575296463428,0.31212121212121213,0.6741076954817412,0.5069526004952509,0.24894067796610173,0.5595295311009404,0.6472593061672858,0.6472593061672858,0.3491979285082731,Fake
0.029288702928870293,0.4444444444444444,0.17647058823529413,0.25384615384615383,0.14864864864864866,0.1764705882352941,0.20194750211685014,0.24984863773965688,0.2768768389769186,0.6318099417994465,0.3353022700798501,0.6411554556695384,0.17580522562852355,0.4577410468319559,0.5148228488792481,0.27486772882410215,0.6245418446430442,0.16666666666666666,0.2642494929006085,0.5120739975336254,0.6757570235801458,0.6063450154179998,0.10334180166788741,,0.5085353998134967,0.4199422021539242,0.7520184544405997,0.0,0.23161764705882337,0.0,,0.0,0.40476190476190466,0.0,0.0,0.0,0.19841269841269749,0.09523809523809483,0.1448412698412692,0.3265306122448976,0.5050505050505045,0.15873015873015797,0.6010874875137623,0.44810301616109244,0.5223102245689514,0.15295815295815238,0.48805545855867416,0.4943224830639786,0.6441636061754625,0.22268650050835656,0.39260965727386793,0.38300438094365835,0.30150609151664365,0.24059414139323054,0.7736770302290517,0.7,0.8878294685294541,0.662809810271268,0.4661016949152542,0.8203049002053963,0.6835724291383359,0.6835724291383359,0.5111111111111108,Fake
0.03347280334728033,0.4444444444444444,0.23529411764705882,0.3384615384615385,0.1891891891891892,0.11764705882352942,0.25698560541913634,0.24016145307769932,0.39832549541055023,0.40642011155320956,0.23939169420423773,0.48588527629380174,0.09112527815526311,0.8054094665664916,0.7961540716421411,0.8631677061517573,0.859562636549793,0.055555555555555546,0.5052231237322515,0.6173607295039693,0.8431816007849443,0.8341915217461707,0.12441599976069714,,0.6621030822332173,0.3226097713603203,0.8668730650154798,0.0,0.11111111111111098,0.0,,0.09966216216216137,0.0,0.08046683046682986,0.0,0.0,0.675675675675675,0.24324324324324248,0.0,0.13899613899613888,0.4914004914004909,0.0,0.5964894039652883,0.5074066807279146,0.43703868139186397,0.19533169533169478,0.5868259861908113,0.5738593457894392,0.31278156799240203,0.6385063256495768,0.46458349433696516,0.4772354271500544,0.5377828584828231,0.48135309727018677,0.5095291248087974,0.3912280701754386,0.4926306517909572,0.22592449978638815,0.19703389830508472,0.3567843109462573,0.7394300236093911,0.7394300236093911,0.5530288909599251,Fake
0.03765690376569038,0.4444444444444444,0.29411764705882354,0.24615384615384617,0.22972972972972974,0.29411764705882354,0.20618120237087217,0.11388208159146607,0.18685900132833191,0.5776043285699776,0.30896487816066937,0.5504047605405535,0.17349402155178695,0.5862907146329606,0.5230039885242459,0.39019430737822436,0.6358825155104114,0.05411255411255411,0.23580121703853948,0.7725243817405306,0.9160857901733478,0.8453286741461594,0.16293765135942143,,0.6281504940580371,0.26142354566856846,0.6780405331225438,0.0,0.48640661938534285,0.0,,0.23790322580645146,0.27419354838709653,0.09604105571847446,0.4820099255583126,0.0,0.0,0.3870967741935481,0.14717741935483766,0.3317972350230412,0.43988269794721363,0.0,0.354970216486138,0.5628183361629879,0.3195999205140093,0.5439882697947217,0.5412282911637527,0.6203191243472913,0.6387568654505849,0.3570633061711866,0.2735575560738494,0.4401020257593963,0.46453277054754377,0.2215000273994289,0.38137169787920133,0.29215686274509806,0.28216872186337844,0.38673581040912564,0.5614406779661018,0.22233374793203825,0.3613843901283427,0.3613843901283427,0.4485724879495737,Fake
